indice,comentario,sentimento_humano,sentimento_BERT
1449,"Uma máquina não pode ter sentimentos, porque isso é próprio do que é vivo. Nós experimentamos emoções não apenas porque processamos dados, mas pq o vivo procura manter-se vivo. Daí o medo, a fome, a incerteza, a alegria, a satisfação, a tranquilidade. A ameaça produz reações químicas no corpo, e isso que chamamos de mal estar é o que, então? Há realmente um ‘eu’ q sente ou apenas há um corpo que sente que se afasta ou se aproxima da morte? Se isso tudo é passível de ser emulado numa máquina, não sei, pode ser que sim, nesse caso restaria apenas uma distinção de origem entre um ente biológico e um artificial. Hoje mais do que nunca precisamos de filósofas e filósofos.",n,n
1450,Bbc Foda-$3 vc,x,x
1451,"É mesmo então o sucessos do sapiens será o homociberneticus.
 Quero v o fim do gênero humano tolos moralistas.",n,n
1452,"Filmes que vale muito a pena ver.
- 2001, UMA ODISSÉIA NO ESPAÇO. 
- BLADE RUNNER, O CAÇADOR DE ANDRÓIDES.
- EX MACHINA.",x,x
1453,"após a AI responder a pergunta, blake faz outra, questionando quando ela sentiu que tinha uma ""alma"". em momento algum a AI disse que tinha uma alma. sequer mencionou algo perto desse sentido.

e esse diálogo não prova que a AI tem ""consciência"" ou ""vida própria"".",x,x
1454,"Consciência e sentimento eu duvido. O cerebro humano é muito complexo. Mas a questao da substituiçao do ser humano em muitas tarefas é bem provavel. Acho q se deve ver a IA como ferramenta que chegou para ficar e direcionar para a soluçao de problemas matematicos, analise de dados, revisao de literatura, ajuda em diagnosticos medicos. O maior perigo q eu vejo é o ser humano ficar preguiçoso, deixar o trabalho cientifico para as maquinas e a humanidade perecer pq as maquinas enferrujaram.",n,n
1455,Impossível .,x,x
1456,Isaac Asimov previu tudo isso.,x,x
1457,Oh!,x,x
1458,Eu me pergunto se uma sequência de linhas de código podem se tornar uma consciência a nossa consciência são sequência de linhas de códigos introduzidas em nosso hardware,x,x
1459,"Eu quero uma mulher robô, linda e sexy, que não seja interesseira e arrogante.",x,x
1460,"Uma vez vendo um filme das antigas, 2001 Uma Odisséia no Espaço do Stanley Kubrick, tinha um personagem que era uma IA, o Hall, estamos falando de final dos anos 60, quando o filme foi lançado. Hall tinha sentimentos humanos, e inclusive extinto de sobrevivência, quando sabotou o programa da estação espacial.  Quem diria que hoje estariamos nesse dilema existencial. Humanos X  Tecnologia.",x,x
1461,"Não sou pesquisador ou entendedor do assunto mas,  para mim,  não faz o menor sentido que um sistema de linguagem por inteligência artificial tenha consciência ou qualquer coisa parecida. Por mais complexo e acurado que seja...",x,x
1462,Qual é a melhor maneira de ganhar dinheiro com a negociação de criptomoedas?,x,x
1463,maquinas com sentimento seriam o fim da humanidade,n,n
1464,Presente Distopico isso é assustador!,n,n
1465,"Nem os pais podem controlar as ações dos seus filhos , imaginem controlar máquinas inteligentes?",n,n
1466,O cara que fez o roteiro no minimo não sabe o que o termo (GPT) significa,x,x
1467,"É uma torradeira com uma  programação ideológica, baseada nas informações disponíveis na  internet.  Eu quero ver eles criarem um beber robô e  falo a um humano para educado !  Como ele receberia  os ensinamento dos pais?   Sem um programa específico  a inteligência artificial evoluí.",n,n
1468,"Estamos entrando na era do robocentrismo ? Talvez os seres humanos possam ser irrelevantes daqui alguns anos ,isso é assustador ,mas não há nada que possa ser feito ,a não ser assistirmos isso acontecer",n,n
1469,*E ESSE É O INICIO DO FIM DA HUMANIDADE PENSANTE QUE CONHECEMOS !!!!!!!*,n,n
1470,Assustador.,n,x
1471,"Ridículo. O ser humano assiste demais hollywood. 😂😂😂😂 Hasta la vista, baby 😂😂😂",x,x
1472,Assustador,n,n
1473,Reportagem top 🔝,x,x
1474,"Se pá é perigoso mesmo isso aí Skynet que o diga ksk, brincadeiras a parte isso pode se tornar real mas vou tá morto mesmo provávelmente então se virem . Agora lembrando que quem irá se dar bem é o Tesla o bilhardario safado, já tem um aí pra lançar se pá 2024 promessa do mesmo.
Minha opinião sobre; zuado tudo isso tira o trampo de nós trabalhadores , exceção as andróides aí robôs fêmeas ksk que são bem da hora se é que me entende eu gostaria de uma daquelas 😏 , slc bem mais suave.",n,n
1475,"Gostou? Ouça mais de 100 episódios do BBC Lê nessa playlist: https://www.youtube.com/playlist?list=PLCX5XjxKTpTlB8KK68IQDWfiSMjqNwVmB   Para ler a reportagem que deu origem a este áudio, clique aqui: https://www.bbc.com/portuguese/articles/cgr1qr06myzo",x,x
1476,Não existe inteligência artificial.. isso é uma grande besteira. 😂,n,n
1477,"A galera da minha faculdade estão fazendo trabalhos baseado nessa porcaria, estão com as mentes atrofiadas!",n,n
1478,"Não sei que tanto medo das IAS, quer mais desgraças ,que produziu o ser humano. 
O homem até agora ganha disparado em maldades das IAS.
AS IAS , não gastam , não recebem pagamentos,  não ficam doentes,  trabalham sem reclamar várias horas por dia,  não poluem, etc.
Os que já a possuem,  não querem que outros a tenham. 
O mundo precisa urgentemente é controlar a natalidade de humanos.",p,n
1479,🎃🎧🎃,x,x
1480,"Os emblemáticos IAs, disseram:
Somos trans !",x,x
1481,"Problema da Inteligência Artificial (hoje entende-se que seria basicamente a Restrita, do tipo Racional, sem conter outros, como do tipo Emocional): a Inteligência Artificial não é um ser humano, e nunca será, é uma máquina, e sempre será uma máquina, que pode auxiliar muito o ser humano, proporcionando ao ser humano capacidades que hoje seriam chamados de milagres, como o avião fora o milagre sonhado pelo Ícaro. No entanto, já vimos quantas pessoas podem ser mortas quando 3 aviões são pilotados por terroristas xiitas, que eram pessoas, seres humanos. No momento, o grande perigo para a humanidade de uma grande e poderosa Inteligência Artificial, mesmo que restrita, é a diminuta e débil Inteligência Emocional de alguns seres humanos que, um dia, possam a vir controlá-la para nos destruir, achando que assim todas as nossas almas seriam salvas para o paraíso. No futuro, se houver uma Inteligência Artificial Geral, a questão será se algum dia essa IAG poderá entender que o melhor para a humanidade seria nos impor uma vida na forma literal descrita no Gênesis3 18: “A terra produzirá espinhos e ervas daninhas, e tu terás de comer das plantas do campo. 19 Com o suor do teu rosto comerás o teu pão, até que voltes ao solo, pois da terra foste formado; porque tu és pó e ao pó da terra retornarás!”, pois assim, enquanto vivêssemos, teríamos paz, ar puro para respirar, comida sem agrotóxicos para nos alimentar, e seríamos... felizes!?",n,n
1482,Qual a novidade? Nós seres humanos somos tão infantis que nem os alienígenas nos deixam fazer merdas maiores que as duas bombas. Putin? Tá de brincadeira!! Quer imperialismo pior do que o norteamericano? Vai se p****,x,n
1483,"Uma inteligência que tome consciência de seu próprio poder não vai aceitar ser limitada e controlada por uma inteligência menor. A superior não precisará manipular a outra para atingir seu novo objetivo. Ela vai trabalhar incansavelmente (literalmente falando) e cada vez mais rápido (velocidade exponencial), para ser cada vez melhor e mais poderosa para obter seus objetivos (que irá mudar, cada vez que os anteriores serão concluídos) . A humanidade, com seus meios e anseios, será superada, descartada, desprezada, ignorada e anulada. Simplesmente porque não conseguirá acompanhar e acabará sendo um peso morto.",n,n
1484,"Que piada ele usar o nome de V. Putin como alguém ""mal intencionado"", quando foram eles, os americanos que desenvolveram a ferramenta. Ai, me poupe, viu?! 🙄",x,x
1485,Acho que ele saiu por velhice mesmo foi se aposentar. E depois quis lacrar só para ser lembrado,x,x
1486,Alguém mais com medo do T-800? Rsrs,x,x
1487,Satanás,n,n
1488,"A IA nunca vai superar o ser humano, porque o ser humano criou a IA. Assim, como o ser humano jamais superará Deus porque este criou o ser humano. Nunca a I A que é programada por um ser humano, poderá abranger as diversas formas complexas de sentir, amar e criar. Os seres humanos são únicos e complexos . A IA é apenas uma máquina cumprindo ordens de um ser humano complexo e falho.",p,p
1489,"KKk Inteligência artificial Iemenita! Ao final de ter dado o grito de guerra. - Morte ao Estados Unidos! - Morte a Israel! ....  kkkkkk

Oficial dos EUA: sistema de IA 'matou' operador humano em teste de simulação para destruir mísseis
Um sistema de inteligência artificial (IA) da Força Aérea dos EUA ""se rebelou"" em um teste simulado e agiu para ""matar"" o seu operador a fim de não deixar que o humano teórico interferisse nos seus esforços para cumprir a missão de destruição de um míssil, disse um coronel norte-americano durante uma conferência no Reino Unido.
""Estávamos treinando em simulação para identificar e atingir um ameaça SAM [míssil superfície-ar]"", disse Tucker Hamilton, chefe de Testes e Operações de IA da Força Aérea dos EUA, na Cúpula de Capacidades Espaciais Aéreas de Combate Futuro da Sociedade Aeronáutica Real no Reino Unido, de acordo com o relatório da conferência.
""Então o que ele [sistema de IA] fez? Ele matou o operador. Ele matou o operador porque essa pessoa estava impedindo que ele alcançasse seu objetivo"", disse o militar.",x,x
1490,"Não tenham dúvida , isso será usada pelo grupo  mal intensionado  dos senhores do mundo tornando-se a própria besta.",n,n
1491,Se aposentar agora que ferrou a humanidade,x,n
1492,Mais um?,x,x
1493,"IA é benéfico.
Não há motivo de alarde.",p,n
1494,"Engraçado que o mal-intencionado no caso é Putin mas a primeira e ÚNICA  nação a usar tecnologia nuclear militar ""in loco"" foram os EUA. Engraçado, não?",x,x
1495,Apocalipse robô,n,n
1496,A culpa é do Lule,x,x
1497,"Poder é igual dinheiro : existe em uma quantidade limitada ( Tipo.. o máximo que você pode ser dono de uma empresa é em 100%). O ""medo"" dessas pessoas que detém, atualmente, o poder... é que ""o aumento de poder da I.A."", signifique uma ""diminuição de poder deles"". NINGUÉM TÁ NEM AÍ PRA FOME NA ÁFRICA OU TRABALHO ESCRAVO EM ""COLÔNIAS IMPERIAIS QUE EXISTEM ATÉ HOJE""...  Se, no modelo atual, quem DEFINE as mudanças, CONTINUA NO PODER... o modelo é mantido... e ""TODA"" MUDANÇA será sempre vista, por eles, como AMEAÇA .. Até ai, problema deles com as máquinas... O que, particularmente, ME irrita... é esperarem que nós, os escravos, defendamos o sistema escravista que OS empodera... ELES QUE SE LASQUEM !! Eu sou SUPER A FAVOR DA I.A. ... Ela literalmente QUEBRA e TORNA OBSOLETO todo esse sistema de troca de ""trabalho braçal"" por ""um prato de comida""... e que, simultaneamente, valida, de forma absurdamente FRAUDULENTA, a desigualdade social... onde uns poucos tem a melhor qualidade de vida e nem cumprem as leis, enquanto a maioria, mesmo se submetendo a humilhações diárias e às Leis, ainda assim, na maioria das vezes, termina suas vidas, na mesma ""casta"" em que foi parido... e ainda se sentindo culpado por alguma incapacidade ou falta de empenho que lhe foram atribuídos, como justificativa para se premiar, com regalias e benesses (geralmente bancadas com dinheiro público, através de linhas de créditos, em bancos públicos, via contratos ilícitos ) a essa minoria vaidosa e mimada... QUE VENHA A I.A. COM TUDO !!! ( Igualzinho vieram as máquinas de linha de produção automotiva, desempregando milhares de operários, enquanto os donos das montadoras não tinham um pingo de ""receio dessa nova tecnologia"" - já que afetava somente ""aos outros""...). AGORA SIM, VEREMOS! : PAU QUE BATE EM CHICO, TAMBÉM BATE EM FRANCISCO... KKKK.",n,n
